second,scheduled_qps,sent,ok,dropped,timeouts,avg_latency_ms,p50_latency_ms,p99_latency_ms,throughput_rps,replicas,cpu_cores
47,6,6,6,0,0,1069.87,1262.73,1727.85,6,1.0,1.0000
48,6,6,6,0,0,903.53,986.72,1550.69,6,1.0,1.0000
49,6,6,6,0,0,830.37,974.55,1443.57,6,1.0,1.0000
50,6,6,6,0,0,1382.91,1582.94,2349.24,6,1.0,1.0000
51,5,5,5,0,0,905.30,882.54,1279.75,5,1.0,1.0000
52,7,7,7,0,0,1229.96,1159.95,2222.62,7,1.0,1.0000
53,7,7,7,0,0,1153.27,1170.78,2040.90,7,1.0,1.0000
54,7,7,7,0,0,1462.61,1543.83,2325.17,7,1.0,1.0000
55,8,8,8,0,0,1565.43,1770.84,2792.02,8,1.0,1.0000
56,8,8,8,0,0,1333.00,1492.56,2428.67,8,1.0,1.0000
57,8,8,8,0,0,1566.61,1767.75,2893.80,8,1.0,1.0000
58,6,6,6,0,0,859.17,987.30,1465.15,6,1.0,1.0000
59,5,5,5,0,0,993.96,1066.30,1575.15,5,1.0,1.0000
60,9,9,9,0,0,1580.07,1540.92,3087.55,9,1.0,1.0000
61,6,6,6,0,0,813.66,881.01,1449.06,6,1.0,1.0000
62,7,7,7,0,0,1207.98,1245.63,2223.75,7,1.0,1.0000
63,6,6,6,0,0,983.81,1085.35,1755.09,6,1.0,1.0000
64,7,7,7,0,0,1261.32,1252.15,2122.54,7,1.0,1.0000
65,7,7,7,0,0,1302.95,1254.50,2313.78,7,1.0,1.0000
66,6,6,6,0,0,1192.04,1289.42,2165.23,6,1.0,1.0000
67,8,8,8,0,0,1753.93,2066.29,2994.14,8,1.0,1.0000
68,8,8,8,0,0,1414.44,1570.14,2504.71,8,1.0,1.0000
69,8,8,8,0,0,1647.54,1787.28,2909.96,8,1.0,1.0000
70,5,5,5,0,0,815.62,778.65,1377.52,5,1.0,1.0000
71,8,8,8,0,0,1725.56,1873.16,3008.82,8,1.0,1.0000
72,8,8,8,0,0,1593.11,1777.11,2966.26,8,1.0,1.0000
73,7,7,7,0,0,1630.80,1673.83,2839.24,7,1.0,1.0000
74,6,6,6,0,0,1296.22,1555.94,2025.46,6,1.0,1.0000
75,5,5,5,0,0,879.55,902.42,1397.90,5,1.0,1.0000
76,8,8,8,0,0,1840.12,2082.69,3271.57,8,1.0,1.0000
77,6,6,6,0,0,1048.97,1187.01,1883.87,6,1.0,1.0000
78,4,4,4,0,0,863.87,978.95,1209.12,4,1.0,1.0000
79,5,5,5,0,0,1122.97,1170.68,1873.64,5,1.0,1.0000
80,7,7,7,0,0,1363.06,1280.41,2313.74,7,1.0,1.0000
81,6,6,6,0,0,987.93,1119.82,1793.23,6,1.0,1.0000
82,6,6,6,0,0,1057.87,1077.14,1742.87,6,1.0,1.0000
83,7,7,7,0,0,1320.29,1254.93,2415.27,7,1.0,1.0000
84,6,6,6,0,0,1155.40,1345.32,1935.66,6,1.0,1.0000
85,7,7,7,0,0,1563.39,1531.70,2728.55,7,1.0,1.0000
86,5,5,5,0,0,1106.25,1149.47,1678.15,5,1.0,1.0000
87,6,6,6,0,0,1307.13,1478.95,2048.57,6,1.0,1.0000
88,6,6,6,0,0,1212.37,1357.46,2124.47,6,1.0,1.0000
89,6,6,6,0,0,1263.60,1503.68,2147.25,6,1.0,1.0000
90,6,6,6,0,0,1520.48,1774.52,2344.56,6,1.0,1.0000
91,8,8,8,0,0,1477.77,1512.15,2708.03,8,1.0,1.0000
92,6,6,6,0,0,1337.19,1604.02,2336.92,6,1.0,1.0000
93,7,7,7,0,0,1273.72,1288.69,2256.26,7,1.0,1.0000
94,7,7,7,0,0,1245.98,1162.88,2126.07,7,1.0,1.0000
95,8,8,8,0,0,1231.11,1445.14,2312.91,8,1.0,1.0000
96,6,6,6,0,0,1410.38,1649.34,2343.88,6,1.0,1.0000
97,6,6,6,0,0,1024.59,1175.13,1811.40,6,1.0,1.0000
98,5,5,5,0,0,1132.76,1208.70,1812.49,5,1.0,1.0000
99,7,7,7,0,0,1520.36,1450.77,2796.24,7,1.0,1.0000
100,7,7,7,0,0,1417.87,1276.71,2521.38,7,1.0,1.0000
101,7,7,7,0,0,1496.09,1476.25,2718.11,7,1.0,1.0000
102,8,8,8,0,0,1882.09,2174.89,3228.00,8,1.0,1.0000
103,8,8,8,0,0,1601.27,1774.98,2706.31,8,1.0,1.0000
104,7,7,7,0,0,1438.11,1341.11,2717.00,7,1.0,1.0000
105,5,5,5,0,0,987.85,1048.44,1578.27,5,1.0,1.0000
106,7,7,7,0,0,1435.42,1415.22,2487.77,7,1.0,1.0000
107,6,6,6,0,0,1056.68,1183.75,1791.63,6,1.0,1.0000
108,6,6,6,0,0,1580.84,1770.95,2633.64,6,1.0,1.0000
109,6,6,6,0,0,1176.93,1280.90,1946.98,6,1.0,1.0000
110,6,6,6,0,0,1249.20,1450.38,2037.69,6,1.0,1.0000
111,8,8,8,0,0,1958.69,2181.67,3506.76,8,1.0,1.0000
112,7,7,7,0,0,1661.07,1646.01,2789.01,7,1.0,1.0000
113,7,7,7,0,0,1184.30,1183.88,1952.41,7,1.0,1.0000
114,8,8,8,0,0,1829.96,1987.97,3313.95,8,1.0,1.0000
115,8,8,8,0,0,1343.21,1468.10,2494.06,8,1.0,1.0000
116,6,6,6,0,0,1278.99,1449.37,2258.01,6,1.0,1.0000
117,7,7,7,0,0,1599.84,1608.73,2810.21,7,1.0,1.0000
118,8,8,8,0,0,1636.28,1853.96,3007.02,8,1.0,1.0000
119,7,7,7,0,0,1475.87,1450.27,2718.77,7,1.0,1.0000
120,10,10,10,0,0,2092.77,2284.25,3850.81,10,1.0,1.0000
121,6,6,6,0,0,1316.60,1507.10,2248.84,6,1.0,1.0000
122,8,8,8,0,0,1845.24,2113.00,3129.66,8,1.0,1.0000
123,7,7,7,0,0,1347.44,1346.65,2323.20,7,1.0,1.0000
124,8,8,8,0,0,1740.31,1888.98,3199.45,8,1.0,1.0000
125,6,6,6,0,0,1212.33,1381.03,2123.81,6,1.0,1.0000
126,6,6,6,0,0,1271.96,1315.38,2246.63,6,1.0,1.0000
127,7,7,7,0,0,1485.57,1447.40,2749.28,7,1.0,1.0000
128,7,7,7,0,0,1856.26,1920.06,3087.58,7,1.0,1.0000
129,9,9,9,0,0,1722.69,1669.30,3331.31,9,1.0,1.0000
130,6,6,6,0,0,1193.28,1273.98,2139.39,6,1.0,1.0000
131,7,7,7,0,0,1650.02,1627.56,2824.08,7,1.0,1.0000
132,9,9,9,0,0,2042.22,2012.16,3670.85,9,1.0,1.0000
133,8,8,8,0,0,1853.19,2078.04,3321.31,8,1.0,1.0000
134,7,7,7,0,0,1353.34,1349.83,2493.99,7,1.0,1.0000
135,7,7,7,0,0,1331.61,1273.55,2446.02,7,1.0,1.0000
136,8,8,8,0,0,1970.71,2258.05,3309.76,8,1.0,1.0000
137,6,6,6,0,0,1303.72,1484.31,2225.89,6,1.0,1.0000
138,5,5,5,0,0,918.08,869.96,1602.72,5,1.0,1.0000
139,6,6,6,0,0,1467.78,1675.31,2315.86,6,1.0,1.0000
140,8,8,8,0,0,1672.18,1802.87,3196.17,8,1.0,1.0000
141,7,7,7,0,0,1384.16,1387.48,2349.61,7,1.0,1.0000
142,8,8,8,0,0,1761.91,1961.28,2976.93,8,1.0,1.0000
143,6,6,6,0,0,1305.67,1481.79,2346.24,6,1.0,1.0000
144,7,7,7,0,0,1294.85,1181.89,2459.86,7,1.0,1.0000
145,6,6,6,0,0,1561.26,1777.75,2513.30,6,1.0,1.0000
146,8,8,8,0,0,1726.41,1966.60,3104.39,8,1.0,1.0000
147,6,6,6,0,0,1249.87,1404.33,2265.06,6,1.0,1.0000
148,6,6,6,0,0,1384.09,1673.56,2252.58,6,1.0,1.0000
149,9,9,9,0,0,1921.98,1832.09,3551.65,9,1.0,1.0000
150,6,6,6,0,0,1468.40,1707.95,2572.43,6,1.0,1.0000
151,9,9,9,0,0,1853.92,1837.45,3392.17,9,1.0,1.0000
152,8,8,8,0,0,1842.62,1972.88,3499.37,8,1.0,1.0000
153,9,9,9,0,0,2172.64,2229.72,3690.03,9,1.0,1.0000
154,7,7,7,0,0,1584.43,1619.50,2813.91,7,1.0,1.0000
155,6,6,6,0,0,1340.51,1555.97,2251.36,6,1.0,1.0000
156,9,9,9,0,0,1838.40,1802.50,3377.23,9,1.0,1.0000
157,8,8,8,0,0,1972.02,2175.14,3516.81,8,1.0,1.0000
158,8,8,8,0,0,1794.56,2052.86,3186.13,8,1.0,1.0000
159,10,10,10,0,0,2287.66,2397.32,4270.95,10,1.0,1.0000
160,7,7,7,0,0,1755.08,1777.50,3049.19,7,1.0,1.0000
161,8,8,8,0,0,1880.21,2068.96,3298.13,8,1.0,1.0000
162,7,7,7,0,0,1090.97,947.95,1928.19,7,1.0,1.0000
163,6,6,6,0,0,1333.30,1591.11,2041.33,6,1.0,1.0000
164,8,8,8,0,0,1766.83,1961.50,3176.92,8,1.0,1.0000
165,7,7,7,0,0,1393.26,1443.25,2644.77,7,1.0,1.0000
166,5,5,5,0,0,986.98,989.43,1448.44,5,1.0,1.0000
167,6,6,6,0,0,1296.94,1508.65,2177.69,6,1.0,1.0000
168,6,6,6,0,0,1183.14,1289.32,2041.52,6,1.0,1.0000
169,6,6,6,0,0,964.85,1079.32,1737.16,6,1.0,1.0000
170,7,7,7,0,0,1060.43,1059.58,2017.62,7,1.0,1.0000
171,7,7,7,0,0,1408.01,1422.38,2592.97,7,1.0,1.0000
172,8,8,8,0,0,1893.66,2081.76,3332.88,8,1.0,1.0000
173,6,6,6,0,0,1229.65,1379.35,2214.78,6,1.0,1.0000
174,7,7,7,0,0,1665.61,1660.83,2949.56,7,1.0,1.0000
175,5,5,5,0,0,944.74,983.92,1499.19,5,1.0,1.0000
176,7,7,7,0,0,1443.92,1448.70,2307.26,7,1.0,1.0000
177,6,6,6,0,0,1358.18,1586.82,2225.08,6,1.0,1.0000
178,9,9,9,0,0,2051.42,1962.07,3796.24,9,1.0,1.0000
179,6,6,6,0,0,1109.31,1171.21,1967.15,6,1.0,1.0000
180,6,6,6,0,0,1253.16,1378.30,2117.72,6,1.0,1.0000
181,7,7,7,0,0,1527.57,1495.51,2749.00,7,1.0,1.0000
182,9,9,9,0,0,1970.91,1911.59,3791.18,9,1.0,1.0000
183,5,5,5,0,0,1088.21,1057.98,1776.42,5,1.0,1.0000
184,10,10,10,0,0,2446.22,2856.96,4286.85,10,1.0,1.0000
185,6,6,6,0,0,1383.40,1646.87,2244.12,6,1.0,1.0000
186,6,6,6,0,0,1573.88,1780.13,2538.66,6,1.0,1.0000
187,8,8,8,0,0,1875.83,2055.89,3309.62,8,1.0,1.0000
188,5,5,5,0,0,1127.25,1154.42,1780.17,5,1.0,1.0000
189,5,5,5,0,0,1441.15,1483.77,2256.95,5,1.0,1.0000
190,8,8,8,0,0,1574.60,1698.18,2897.72,8,1.0,1.0000
191,8,8,8,0,0,1577.01,1891.77,2935.84,8,1.0,1.0000
192,7,7,7,0,0,1474.54,1426.71,2790.90,7,1.0,1.0000
193,6,6,6,0,0,1335.97,1514.10,2188.78,6,1.0,1.0000
194,6,6,6,0,0,1493.10,1676.25,2444.81,6,1.0,1.0000
195,9,9,9,0,0,2329.36,2350.06,4066.06,9,1.0,1.0000
196,8,8,8,0,0,1710.98,1901.30,3033.14,8,1.0,1.0000
197,8,8,8,0,0,1682.01,1787.70,3202.69,8,1.0,1.0000
198,9,9,9,0,0,1933.78,1848.00,3476.32,9,1.0,1.0000
199,7,7,7,0,0,1533.06,1476.66,2750.60,7,1.0,1.0000
200,10,10,10,0,0,2496.59,2849.45,4268.40,10,1.0,1.0000
201,8,8,8,0,0,1742.33,1992.40,3218.07,8,1.0,1.0000
202,6,6,6,0,0,1426.62,1645.15,2343.97,6,1.0,1.0000
203,8,8,8,0,0,1634.44,1673.84,2895.48,8,1.0,1.0000
204,8,8,8,0,0,1832.16,1967.78,3195.92,8,1.0,1.0000
205,6,6,6,0,0,1332.17,1491.62,2241.19,6,1.0,1.0000
206,6,6,6,0,0,1228.85,1384.17,2075.51,6,1.0,1.0000
207,7,7,7,0,0,1523.49,1425.57,2694.84,7,1.0,1.0000
208,5,5,5,0,0,1238.74,1211.89,2010.38,5,1.0,1.0000
209,7,7,7,0,0,1526.80,1447.41,2695.64,7,1.0,1.0000
210,10,10,10,0,0,2211.32,2372.03,4197.99,10,1.0,1.0000
211,9,9,9,0,0,1844.72,1745.50,3404.49,9,1.0,1.0000
212,6,6,6,0,0,1245.99,1467.72,2014.64,6,1.0,1.0000
213,8,8,8,0,0,1608.89,1776.27,3023.21,8,1.0,1.0000
214,8,8,8,0,0,1703.30,1881.95,3110.46,8,1.0,1.0000
215,5,5,5,0,0,1171.74,1145.20,1945.91,5,1.0,1.0000
216,8,8,8,0,0,1744.51,2006.38,3127.21,8,1.0,1.0000
217,9,9,9,0,0,2045.83,2011.29,3798.98,9,1.0,1.0000
218,8,8,8,0,0,1979.84,2257.64,3377.60,8,1.0,1.0000
219,8,8,8,0,0,1628.99,1777.35,3030.04,8,1.0,1.0000
220,7,7,7,0,0,1522.94,1454.08,2632.99,7,1.0,1.0000
221,8,8,8,0,0,1743.02,1967.65,2989.64,8,1.0,1.0000
222,9,9,9,0,0,2151.85,2141.10,3900.89,9,1.0,1.0000
223,6,6,6,0,0,1643.91,1852.68,2642.05,6,1.0,1.0000
224,8,8,8,0,0,1583.90,1676.26,2997.82,8,1.0,1.0000
225,7,7,7,0,0,1660.14,1743.52,2924.87,7,1.0,1.0000
226,7,7,7,0,0,1747.57,1748.37,3014.26,7,1.0,1.0000
227,7,7,7,0,0,1370.01,1356.70,2424.77,7,1.0,1.0000
228,8,8,8,0,0,1492.63,1577.00,2707.11,8,1.0,1.0000
229,7,7,7,0,0,1642.20,1653.75,2792.68,7,1.0,1.0000
230,9,9,9,0,0,2055.95,2055.35,3807.83,9,1.0,1.0000
231,10,10,10,0,0,2316.94,2590.09,4186.50,10,1.0,1.0000
232,6,6,6,0,0,1384.33,1559.93,2357.54,6,1.0,1.0000
233,7,7,7,0,0,1691.74,1714.04,2987.83,7,1.0,1.0000
234,8,8,8,0,0,1649.34,1906.41,2929.65,8,1.0,1.0000
235,7,7,7,0,0,1518.68,1524.21,2522.83,7,1.0,1.0000
236,7,7,7,0,0,1664.21,1721.23,2796.33,7,1.0,1.0000
237,8,8,8,0,0,1804.70,2007.23,3102.16,8,1.0,1.0000
238,7,7,7,0,0,1505.40,1657.18,2465.55,7,1.0,1.0000
239,7,7,7,0,0,1514.44,1516.84,2611.28,7,1.0,1.0000
240,7,7,7,0,0,1536.64,1524.16,2519.44,7,1.0,1.0000
241,7,7,7,0,0,1630.10,1547.41,2823.96,7,1.0,1.0000
242,6,6,6,0,0,1467.72,1683.55,2613.54,6,1.0,1.0000
243,7,7,7,0,0,1088.46,1098.01,2056.42,7,1.0,1.0000
244,7,7,7,0,0,1416.10,1545.69,2397.58,7,1.0,1.0000
245,7,7,7,0,0,1774.07,1877.56,3044.93,7,1.0,1.0000
246,6,6,6,0,0,1093.31,1282.61,1948.14,6,1.0,1.0000
247,9,9,9,0,0,1992.78,1914.68,3769.92,9,1.0,1.0000
248,7,7,7,0,0,1612.07,1673.82,2648.84,7,1.0,1.0000
249,6,6,6,0,0,1495.89,1655.33,2515.32,6,1.0,1.0000
250,6,6,6,0,0,1378.55,1616.83,2380.01,6,1.0,1.0000
251,7,7,7,0,0,1563.23,1549.27,2718.62,7,1.0,1.0000
252,6,6,6,0,0,1400.26,1481.41,2322.35,6,1.0,1.0000
253,8,8,8,0,0,1796.18,1971.40,3194.10,8,1.0,1.0000
254,20,20,20,0,0,4838.33,5113.23,9466.60,20,1.0,1.0000
255,17,17,17,0,0,3857.63,3806.63,7611.26,17,1.0,1.0000
256,20,20,20,0,0,4899.76,5111.90,9249.27,20,1.0,1.0000
257,28,28,21,0,0,4890.89,4829.51,9867.62,21,1.0,1.0000
258,28,28,15,0,0,6350.60,6230.60,9853.34,15,1.0,1.0000
259,30,30,9,0,0,7783.25,7822.55,9692.19,9,1.0,1.0000
260,32,32,1,0,0,9632.70,9632.70,9632.70,1,1.0,1.0000
261,31,31,0,0,0,0.00,0.00,0.00,0,1.0,1.0000
262,30,30,0,0,0,0.00,0.00,0.00,0,1.0,1.0000
263,36,36,0,0,0,0.00,0.00,0.00,0,1.0,1.0000
264,30,30,0,0,0,0.00,0.00,0.00,0,1.0,1.0000
265,32,32,0,0,0,0.00,0.00,0.00,0,1.0,1.0000
266,35,35,0,0,0,0.00,0.00,0.00,0,1.0,1.0000
267,31,31,0,0,0,0.00,0.00,0.00,0,1.0,1.0000
268,36,36,0,0,0,0.00,0.00,0.00,0,1.0,1.0000
269,31,31,0,0,0,0.00,0.00,0.00,0,1.0,1.0000
270,35,35,0,0,0,0.00,0.00,0.00,0,1.0,1.0000
271,35,35,0,0,0,0.00,0.00,0.00,0,1.0,1.0000
272,37,37,0,0,0,0.00,0.00,0.00,0,1.0,1.0000
273,38,38,0,0,0,0.00,0.00,0.00,0,1.0,1.0000
274,36,36,0,0,0,0.00,0.00,0.00,0,1.0,1.0000
275,32,32,0,0,0,0.00,0.00,0.00,0,1.0,1.0000
276,32,32,0,0,0,0.00,0.00,0.00,0,1.0,1.0000
277,36,36,0,0,0,0.00,0.00,0.00,0,1.0,1.0000
278,38,38,0,0,0,0.00,0.00,0.00,0,1.0,1.0000
279,36,36,0,0,0,0.00,0.00,0.00,0,1.0,1.0000
280,35,35,0,0,0,0.00,0.00,0.00,0,1.0,1.0000
281,44,44,0,0,0,0.00,0.00,0.00,0,1.0,1.0000
282,36,36,0,0,0,0.00,0.00,0.00,0,1.0,1.0000
283,37,37,0,0,0,0.00,0.00,0.00,0,1.0,1.0000
284,36,36,0,0,0,0.00,0.00,0.00,0,1.0,1.0000
285,37,37,0,0,0,0.00,0.00,0.00,0,1.0,1.0000
286,35,35,0,0,0,0.00,0.00,0.00,0,1.0,1.0000
287,37,37,0,0,0,0.00,0.00,0.00,0,1.0,1.0000
288,35,35,0,0,0,0.00,0.00,0.00,0,1.0,1.0000
289,38,38,0,0,0,0.00,0.00,0.00,0,1.0,1.0000
290,32,32,0,0,0,0.00,0.00,0.00,0,1.0,1.0000
291,36,36,0,0,0,0.00,0.00,0.00,0,1.0,1.0000
292,35,35,0,0,0,0.00,0.00,0.00,0,1.0,1.0000
293,33,33,0,0,0,0.00,0.00,0.00,0,1.0,1.0000
294,41,41,0,0,0,0.00,0.00,0.00,0,1.0,1.0000
295,34,34,0,0,0,0.00,0.00,0.00,0,1.0,1.0000
296,32,32,0,4,0,0.00,0.00,0.00,0,1.0,1.0000
297,36,36,0,15,0,0.00,0.00,0.00,0,1.0,1.0000
298,38,38,0,17,0,0.00,0.00,0.00,0,1.0,1.0000
299,41,41,0,18,0,0.00,0.00,0.00,0,1.0,1.0000
300,37,37,0,14,0,0.00,0.00,0.00,0,1.0,1.0000
301,42,42,0,19,0,0.00,0.00,0.00,0,1.0,1.0000
302,37,37,0,15,0,0.00,0.00,0.00,0,1.0,1.0000
303,38,38,0,15,0,0.00,0.00,0.00,0,1.0,1.0000
304,44,44,0,21,0,0.00,0.00,0.00,0,1.0,1.0000
305,36,36,0,13,0,0.00,0.00,0.00,0,1.0,1.0000
306,35,35,0,13,0,0.00,0.00,0.00,0,1.0,1.0000
307,36,36,0,15,0,0.00,0.00,0.00,0,1.0,1.0000
308,36,36,0,14,0,0.00,0.00,0.00,0,1.0,1.0000
